date,hour,CO (mg/m³),NO2 (µg/m³),O3 (µg/m³),SO2 (µg/m³)
20220206,10,0.84,30,58,19
20220206,11,0.76,20,75,21
20220206,12,0.71,15,83,16
20220206,13,0.63,11,89,11
20220206,14,0.61,12,92,10
20220206,15,0.65,12,95,10
20220206,16,0.69,13,97,10
20220206,17,0.66,16,93,10
20220206,18,0.68,20,84,10
20220206,19,0.69,22,77,10
20220206,20,0.68,23,72,11
20220206,21,0.66,26,64,13
20220206,22,0.66,26,63,14
20220206,23,0.69,25,61,12
20220207,0,0.69,24,62,15
20220207,1,0.72,26,60,12
20220207,2,0.72,24,59,11
20220207,3,0.68,18,65,11
20220207,4,0.61,11,76,9
20220207,5,0.53,8,78,7
20220207,6,0.49,8,72,6
20220207,7,0.5,9,72,6
20220207,8,0.5,11,73,7
20220207,9,0.56,12,71,7
20220207,10,0.56,14,72,7
20220207,11,0.54,13,75,7
20220207,12,0.54,13,75,7
20220207,13,0.55,13,73,7
20220207,14,0.63,12,78,7
20220207,15,0.66,14,78,7
20220207,16,0.65,15,78,7
20220207,17,0.65,17,80,8
20220207,18,0.75,22,74,9
20220207,19,0.79,31,61,9
20220207,20,0.81,33,55,9
20220207,21,0.88,41,41,9
20220207,22,0.94,44,31,8
20220207,23,0.95,45,28,8
20220208,0,0.91,42,31,8
20220208,1,0.88,34,37,8
20220208,2,0.97,34,34,8
20220208,3,0.99,32,33,8
20220208,4,0.93,32,31,7
20220208,5,0.9,29,33,7
20220208,6,0.89,28,34,7
20220208,7,0.93,31,31,7
20220208,8,0.99,40,26,7
20220208,9,0.96,35,36,7
20220208,10,0.83,22,57,8
20220208,11,0.71,17,66,8
20220208,12,0.7,15,76,8
20220208,13,0.7,15,85,9
20220208,14,0.69,15,91,9
20220208,15,0.74,15,97,10
20220208,16,0.75,18,99,10
20220208,17,0.76,20,101,10
20220208,18,0.81,28,89,9
20220208,19,0.9,37,71,9
20220208,20,0.92,43,58,9
20220208,21,0.96,47,49,9
20220208,22,0.95,46,46,8
20220208,23,0.99,51,36,8
20220209,0,1.11,53,29,10
20220209,1,1.14,50,27,12
20220209,2,1.11,50,25,10
20220209,3,1.09,49,23,9
20220209,4,1.04,50,21,9
20220209,5,1.05,51,22,8
20220209,6,1.07,47,26,9
20220209,7,1.11,54,19,11
20220209,8,1.21,61,9,11
20220209,9,1.3,64,12,12
20220209,10,1.2,65,25,13
20220209,11,1.01,42,52,14
20220209,12,0.89,21,77,11
20220209,13,0.8,14,85,9
20220209,14,0.77,11,87,8
20220209,15,0.7,13,85,9
20220209,16,0.7,15,80,8
20220209,17,0.7,17,76,7
20220209,18,0.75,23,68,8
20220209,19,0.74,23,64,8
20220209,20,0.69,22,62,8
20220209,21,0.66,22,57,8
20220209,22,0.65,25,47,9
20220209,23,0.69,26,43,8
20220210,0,0.71,27,38,8
20220210,1,0.7,22,38,7
20220210,2,0.79,23,34,7
20220210,3,0.85,27,24,7
20220210,4,0.85,30,17,7
20220210,5,0.89,34,10,7
20220210,6,0.93,34,7,7
20220210,7,1,34,4,7
20220210,8,0.95,30,12,7
20220210,9,0.88,24,25,7
20220210,10,0.85,24,29,7
20220210,11,0.86,23,33,7
20220210,12,0.9,26,39,8
20220210,13,0.76,23,56,8
20220210,14,0.69,17,70,8
20220210,15,0.65,13,76,7
20220210,16,0.64,13,77,7
20220210,17,0.73,16,73,7
20220210,18,0.73,18,63,7
20220210,19,0.75,20,57,6
20220210,20,0.74,23,52,6
20220210,21,0.74,28,45,7
20220210,22,0.79,33,34,7
20220210,23,0.78,31,33,7
20220211,0,0.79,29,31,7
20220211,1,0.85,39,18,7
20220211,2,0.88,46,14,8
20220211,3,0.88,50,9,7
20220211,4,0.91,52,10,8
20220211,5,1.04,53,8,8
20220211,6,1.08,52,7,8
20220211,7,1.09,50,9,9
20220211,8,1.13,49,7,9
20220211,9,1.11,44,16,10
20220211,10,1.01,37,28,11
20220211,11,0.93,34,41,11
20220211,12,1.02,26,55,11
20220211,13,0.99,18,75,11
20220211,14,0.87,15,86,10
20220211,15,0.77,15,89,9
20220211,16,0.74,17,89,8
20220211,17,0.78,22,83,8
20220211,18,0.79,29,75,8
20220211,19,0.81,34,65,7
20220211,20,0.9,38,54,8
20220211,21,0.97,47,41,10
20220211,22,0.87,45,44,11
20220211,23,0.78,36,51,11
20220212,0,0.79,32,53,12
20220212,1,0.72,28,55,10
20220212,2,0.75,26,58,10
20220212,3,0.76,30,49,8
20220212,4,0.76,30,45,8
20220212,5,0.79,30,44,9
20220212,6,0.83,33,38,9
20220212,7,0.88,42,24,8
20220212,8,0.95,51,15,9
20220212,9,0.96,48,22,10
20220212,10,0.94,42,46,13
20220212,11,0.84,27,81,13
20220212,12,0.7,18,108,12
20220212,13,0.63,15,121,10
20220212,14,0.63,14,125,9
20220212,15,0.69,16,127,8
20220212,16,0.66,17,125,8
20220212,17,0.61,20,121,8
20220212,18,0.64,22,116,7
20220212,19,0.7,29,103,7
20220212,20,0.74,37,86,8
20220212,21,0.76,42,76,8
20220212,22,0.85,48,60,8
20220212,23,0.9,61,40,9
20220213,0,0.85,67,36,10
20220213,1,0.82,48,61,10
20220213,2,0.79,36,66,11
20220213,3,0.79,35,63,11
20220213,4,0.79,32,62,10
20220213,5,0.79,31,59,11
20220213,6,0.81,32,54,11
20220213,7,0.84,39,45,13
20220213,8,0.85,42,39,12
20220213,9,0.86,40,41,11
20220213,10,0.82,35,54,11
20220213,11,0.78,26,79,10
20220213,12,0.73,19,101,9
20220213,13,0.7,15,113,8
20220213,14,0.64,15,117,7
20220213,15,0.68,15,118,6
20220213,16,0.68,16,115,6
20220213,17,0.73,18,111,7
20220213,18,0.74,21,107,7
20220213,19,0.76,24,99,7
20220213,20,0.79,27,89,7
20220213,21,0.78,30,81,8
20220213,22,0.83,37,67,9
20220213,23,0.85,42,55,9
20220214,0,0.93,49,42,11
20220214,1,0.9,41,46,9
20220214,2,0.84,39,46,9
20220214,3,0.85,36,43,9
20220214,4,0.91,39,35,9
20220214,5,0.89,37,34,9
20220214,6,0.92,32,34,8
20220214,7,0.98,30,34,8
20220214,8,1.05,35,23,8
20220214,9,1.23,35,20,8
20220214,10,1.18,30,27,9
20220214,11,1.03,25,41,9
20220214,12,1,20,54,9
20220214,13,1.02,20,55,8
20220214,14,0.98,20,57,9
20220214,15,0.94,23,58,9
20220214,16,0.91,26,52,9
20220214,17,0.94,29,46,9
20220214,18,1,32,39,9
20220214,19,0.99,36,33,8
20220214,20,0.98,35,33,8
20220214,21,0.91,33,35,8
20220214,22,0.91,34,31,8
20220214,23,0.96,39,23,9
20220215,0,1.09,36,20,11
20220215,1,1.09,29,24,10
20220215,2,0.98,24,29,9
20220215,3,0.85,20,38,8
20220215,4,0.91,19,40,9
20220215,5,0.79,17,44,8
20220215,6,0.75,17,46,9
20220215,7,0.84,19,44,9
20220215,8,0.93,20,45,9
20220215,9,1.01,21,48,9
20220215,10,0.96,20,52,10
20220215,11,0.91,20,54,10
20220215,12,0.85,19,57,10
20220215,13,0.76,18,58,10
20220215,14,0.69,18,56,8
20220215,15,0.7,19,58,8
20220215,16,0.66,19,60,8
20220215,17,0.64,20,57,8
20220215,18,0.64,21,53,7
20220215,19,0.61,22,53,7
20220215,20,0.59,21,52,8
20220215,21,0.55,20,51,9
20220215,22,0.63,19,49,8
20220215,23,0.63,18,48,7
20220216,0,0.59,17,47,7
20220216,1,0.55,16,48,7
20220216,2,0.54,16,49,8
20220216,3,0.54,16,48,9
20220216,4,0.58,18,44,10
20220216,5,0.64,20,40,13
20220216,6,0.63,20,41,12
20220216,7,0.6,20,43,11
20220216,8,0.67,23,42,12
20220216,9,0.79,26,40,11
20220216,10,1.01,31,35,12
20220216,11,1.26,33,33,11
20220216,12,1.36,29,37,12
20220216,13,1.27,24,43,12
20220216,14,1.18,23,50,12
20220216,15,1.07,24,55,12
20220216,16,1.01,26,56,12
20220216,17,0.99,28,54,11
20220216,18,0.97,32,47,9
20220216,19,1.02,36,39,9
20220216,20,0.99,41,31,9
20220216,21,0.9,37,36,10
20220216,22,0.82,35,36,9
20220216,23,0.79,32,36,9
20220217,0,0.74,26,49,8
20220217,1,0.7,21,61,8
20220217,2,0.65,19,64,8
20220217,3,0.64,20,62,9
20220217,4,0.76,24,51,11
20220217,5,0.78,21,54,10
20220217,6,0.7,20,53,9
20220217,7,0.64,18,57,9
20220217,8,0.57,17,61,9
20220217,9,0.63,19,58,10
20220217,10,0.6,19,60,10
20220217,11,0.6,16,66,10
20220217,12,0.56,15,72,10
20220217,13,0.57,14,75,10
20220217,14,0.61,14,77,10
20220217,15,0.63,17,76,11
20220217,16,0.64,19,72,10
20220217,17,0.57,19,68,9
20220217,18,0.53,19,67,8
20220217,19,0.54,19,66,8
20220217,20,0.54,18,66,9
20220217,21,0.53,17,64,9
20220217,22,0.49,16,65,8
20220217,23,0.47,13,68,8
20220218,0,0.45,13,67,7
20220218,1,0.46,13,66,8
20220218,2,0.47,14,62,8
20220218,3,0.46,15,58,8
20220218,4,0.47,17,54,8
20220218,5,0.55,18,51,9
20220218,6,0.58,20,49,9
20220218,7,0.56,21,49,10
20220218,8,0.6,26,44,11
20220218,9,0.7,30,42,11
20220218,10,0.68,28,48,11
20220218,11,0.68,30,49,11
20220218,12,0.75,34,42,11
20220218,13,0.78,35,44,10
20220218,14,0.79,33,47,10
20220218,15,0.77,35,46,9
20220218,16,0.79,38,42,8
20220218,17,0.79,39,38,7
20220218,18,0.8,40,34,7
20220218,19,0.84,42,29,6
20220218,20,0.98,43,24,6
20220218,21,0.95,34,34,6
20220218,22,0.95,34,32,7
20220218,23,0.96,33,32,9
20220219,0,0.81,25,42,8
20220219,1,0.76,22,45,7
20220219,2,0.76,20,44,7
20220219,3,0.78,22,39,6
20220219,4,0.68,23,38,6
20220219,5,0.66,21,38,7
20220219,7,0.71,28,25,8
20220219,8,0.78,32,20,8
20220219,9,0.9,30,28,9
20220219,10,0.84,23,45,10
20220219,11,0.78,19,60,11
20220219,12,0.68,17,71,9
20220219,13,0.64,15,80,9
20220219,14,0.58,13,84,8
20220219,15,0.55,13,84,8
20220219,16,0.59,14,84,8
20220219,17,0.54,14,80,8
20220219,18,0.5,15,73,8
20220219,19,0.54,20,65,7
20220219,20,0.56,25,55,8
20220219,21,0.61,29,48,8
20220219,22,0.61,41,34,9
20220219,23,0.63,45,25,9
20220220,0,0.64,42,26,8
20220220,1,0.6,39,27,8
20220220,2,0.6,38,25,8
20220220,3,0.64,42,18,8
20220220,4,0.65,44,17,8
20220220,5,0.68,43,20,8
20220220,6,0.7,46,17,10
20220220,7,0.74,47,15,11
20220220,8,0.91,50,11,12
20220220,9,0.98,52,15,18
20220220,10,0.79,39,41,17
20220220,11,0.56,22,65,10
20220220,12,0.55,17,74,9
20220220,13,0.56,13,86,8
20220220,14,0.56,13,91,8
20220220,15,0.55,13,93,17
20220220,16,0.54,12,95,8
20220220,17,0.53,13,93,7
20220220,18,0.54,17,88,7
20220220,19,0.53,25,74,7
20220220,20,0.66,41,54,10
20220220,21,0.79,51,35,14
20220220,23,0.6,31,50,11
20220221,0,0.61,31,49,11
20220221,1,0.61,34,43,11
20220221,2,0.71,37,38,11
20220221,3,0.8,40,33,12
20220221,4,0.82,44,27,13
20220221,5,0.85,42,27,12
20220221,6,0.8,48,21,13
20220221,7,0.88,48,21,15
20220221,8,0.9,49,25,15
20220221,9,0.95,46,36,15
20220221,10,0.84,40,50,15
20220221,11,0.75,35,62,13
20220221,12,0.7,24,79,11
20220221,13,0.71,21,90,10
20220221,14,0.69,17,99,9
20220221,15,0.67,18,105,9
20220221,16,0.64,19,101,10
20220221,17,0.71,19,98,10
20220221,18,0.71,24,91,10
20220221,20,0.78,41,58,10
20220221,21,0.81,47,49,10
20220221,22,0.93,53,41,11
20220221,23,0.99,63,27,10
20220222,0,0.99,64,19,10
20220222,1,0.98,66,19,11
20220222,2,1.11,71,12,13
20220222,3,1.24,63,18,14
20220222,4,1.19,47,29,13
20220222,5,1.1,43,28,13
20220222,6,1.16,39,31,14
20220222,7,0.98,38,32,12
20220222,9,0.9,36,38,13
20220222,10,0.87,31,48,14
20220222,11,0.78,26,59,12
20220222,12,0.79,25,66,12
20220222,13,0.79,23,82,13
20220222,14,0.76,21,92,11
20220222,15,0.73,25,90,11
20220222,16,0.7,26,88,11
20220222,17,0.71,28,84,10
20220222,18,0.79,30,78,10
20220222,19,0.76,38,64,12
20220222,20,0.75,46,52,13
20220222,21,0.83,60,35,13
20220222,22,0.9,70,23,13
20220222,23,0.9,75,18,14
20220223,0,0.93,75,14,13
20220223,1,0.94,70,17,13
20220223,2,0.94,66,15,14
20220223,3,0.89,66,8,13
20220223,4,0.83,53,15,12
20220223,5,0.76,41,22,12
20220223,6,0.83,31,34,12
20220223,7,0.95,32,34,11
20220223,8,0.93,35,33,13
20220223,9,0.98,31,45,16
20220223,10,0.93,25,57,16
20220223,11,0.91,21,65,15
20220223,12,0.8,20,72,14
20220223,13,0.73,19,78,13
20220223,14,0.63,19,82,11
20220223,15,0.63,21,85,11
20220223,16,0.63,21,85,10
20220223,17,0.64,24,85,10
20220223,18,0.64,29,78,10
20220223,19,0.65,38,64,10
20220223,20,0.71,52,43,10
20220223,21,0.73,54,37,11
20220223,22,0.74,62,28,13
20220223,23,0.74,60,27,16
20220224,0,0.71,48,36,14
20220224,1,0.7,43,40,12
20220224,2,0.75,42,38,12
20220224,3,0.87,41,39,12
20220224,4,0.73,44,33,11
20220224,5,0.68,41,31,9
20220224,6,0.64,37,32,8
20220224,7,0.67,41,25,8
20220224,8,0.74,45,20,10
20220224,9,0.84,41,28,13
20220224,10,0.81,38,40,15
20220224,11,0.81,36,54,16
20220224,12,0.87,32,73,15
20220224,13,0.81,26,98,13
20220224,14,0.76,22,119,11
20220224,15,0.71,22,126,10
20220224,16,0.69,23,132,9
20220224,17,0.72,27,132,9
20220224,18,0.77,29,129,10
20220224,19,0.82,34,114,12
20220224,20,0.83,35,104,11
20220224,21,0.84,36,97,12
20220224,22,0.86,38,91,12
20220224,23,0.89,36,91,13
20220225,0,0.94,37,87,15
20220225,1,1.04,37,81,15
20220225,2,1.03,37,75,15
20220225,3,1.1,40,66,17
20220225,4,1.11,41,63,15
20220225,5,1.04,45,54,18
20220225,6,0.94,46,50,16
20220225,7,1.01,52,40,16
20220225,8,1.19,57,40,19
20220225,9,1.24,51,56,21
20220225,10,1,41,75,20
20220225,11,0.84,33,89,16
20220225,12,0.79,28,104,14
20220225,13,0.81,27,113,14
20220225,14,0.77,22,124,12
20220225,15,0.71,22,129,11
20220225,16,0.7,24,134,11
20220225,17,0.7,25,131,10
20220225,18,0.73,28,124,10
20220225,19,0.8,35,111,11
20220225,20,0.85,45,92,12
20220225,21,0.85,46,87,12
20220225,22,0.85,41,89,12
20220225,23,0.89,41,87,13
20220226,0,0.81,36,94,14
20220226,1,0.84,34,92,15
20220226,2,0.88,33,91,15
20220226,3,1.03,42,74,16
20220226,4,1.05,42,72,16
20220226,5,1.06,38,78,15
20220226,6,1,34,82,15
20220226,7,0.9,35,76,14
20220226,8,0.94,46,64,14
20220226,9,0.91,39,73,14
20220226,10,0.8,25,88,12
20220226,11,0.79,23,85,12
20220226,12,0.76,22,89,12
20220226,13,0.65,16,99,11
20220226,14,0.63,19,102,11
20220226,15,0.5,15,98,8
20220226,16,0.44,14,94,7
20220226,17,0.44,16,91,7
20220226,18,0.44,18,87,7
20220226,19,0.49,23,75,7
20220226,20,0.54,33,61,8
20220226,21,0.64,42,48,9
20220226,22,0.65,49,38,9
20220226,23,0.69,58,23,8
20220227,0,0.76,59,16,10
20220227,1,0.8,60,11,10
20220227,2,0.79,64,10,13
20220227,3,0.68,54,27,20
20220227,4,0.68,32,51,12
20220227,5,0.72,28,55,13
20220227,6,0.83,27,58,12
20220227,7,0.85,34,53,12
20220227,8,0.83,37,55,13
20220227,9,0.81,33,63,12
20220227,10,0.73,26,73,10
20220227,11,0.66,21,82,9
20220227,12,0.63,19,88,9
20220227,13,0.59,16,98,9
20220227,14,0.56,15,110,9
20220227,15,0.56,15,120,9
20220227,16,0.55,15,123,9
20220227,17,0.56,17,119,9
20220227,18,0.53,21,109,8
20220227,19,0.55,29,92,9
20220227,20,0.59,35,82,11
20220227,21,0.64,34,80,11
20220227,22,0.66,32,88,12
20220227,23,0.66,33,92,13
20220228,0,0.72,35,91,13
20220228,1,0.79,35,86,13
20220228,2,0.73,43,69,15
20220228,3,0.73,47,59,15
20220228,4,0.78,47,52,15
20220228,5,0.81,49,43,14
20220228,6,0.82,49,37,14
20220228,7,0.82,50,29,14
20220228,8,0.82,50,25,13
20220228,9,0.85,46,27,15
20220228,10,0.84,43,34,15
20220228,11,0.85,39,50,16
20220228,12,0.91,35,74,16
20220228,13,0.96,30,97,16
20220228,14,0.93,30,118,15
20220228,15,0.93,32,137,15
20220228,16,0.89,29,151,14
20220228,17,0.89,28,154,13
20220228,18,0.93,33,144,13
20220228,19,0.96,52,108,12
20220228,20,1.07,77,65,12
20220228,22,1.19,96,33,13
20220228,23,1.3,103,25,14
20220301,0,1.24,84,45,14
20220301,1,1.03,64,51,14
20220301,2,1,55,54,14
20220301,3,1.2,53,51,15
20220301,4,1.14,50,50,17
20220301,5,0.98,51,32,17
20220301,6,0.86,38,40,17
20220301,7,0.7,26,48,11
20220301,8,0.69,28,43,11
20220301,9,0.66,25,48,10
20220301,10,0.8,25,55,13
20220301,11,0.9,24,63,16
20220301,12,0.95,24,75,17
20220301,13,0.96,22,91,16
20220301,14,0.88,19,106,13
20220301,15,0.7,15,114,10
20220301,16,0.64,14,113,11
20220301,17,0.64,17,112,10
20220301,18,0.65,22,103,10
20220301,19,0.68,25,93,10
20220301,20,0.61,28,76,9
20220301,21,0.56,29,67,8
20220301,22,0.59,29,62,8
20220301,23,0.65,37,50,8
20220302,0,0.64,48,32,8
20220302,1,0.75,51,24,9
20220302,2,0.77,50,21,8
20220302,3,0.94,54,16,10
20220302,4,0.95,52,16,13
20220302,5,0.96,53,14,14
20220302,6,1.1,59,11,14
20220302,7,1.16,63,7,18
20220302,8,1.21,64,15,21
20220302,9,1.24,58,34,23
20220302,10,0.91,44,64,19
20220302,11,0.69,34,78,16
20220302,12,0.61,23,93,11
20220302,13,0.56,18,99,11
20220302,14,0.59,13,108,10
20220302,15,0.53,13,112,9
20220302,16,0.49,12,114,9
20220302,17,0.47,12,114,8
20220302,18,0.51,17,106,8
20220302,19,0.59,33,84,8
20220302,20,0.76,60,47,10
20220302,21,0.91,75,27,11
20220302,22,1.1,84,15,11
20220302,23,1.02,84,10,11
20220303,0,1.1,78,9,12
20220303,1,1.15,77,11,12
20220303,2,1.15,76,8,14
20220303,3,1.16,72,11,16
20220303,4,1.11,75,8,17
20220303,5,1.07,75,8,18
20220303,6,1.13,73,10,18
20220303,7,1.25,75,7,19
20220303,8,1.34,77,9,21
20220303,9,1.25,80,20,30
20220303,10,1.04,70,42,27
20220303,11,0.88,46,76,19
20220303,12,0.79,31,97,15
20220303,13,0.7,25,112,14
20220303,14,0.57,16,123,12
20220303,15,0.59,16,125,11
20220303,16,0.55,18,123,10
20220303,17,0.56,21,117,10
20220303,18,0.6,33,101,10
20220303,19,0.79,57,66,11
20220303,20,1,90,26,12
20220303,21,1.03,99,14,12
20220303,22,1.04,91,19,13
20220303,23,0.94,82,32,18
20220304,0,0.91,67,50,18
20220304,1,0.93,54,62,18
20220304,2,0.93,65,45,17
20220304,3,0.88,68,40,17
20220304,4,0.88,56,57,17
20220304,5,0.86,56,55,19
20220304,6,0.86,51,64,18
20220304,7,0.89,48,68,16
20220304,8,0.93,44,79,16
20220304,9,0.86,36,89,14
20220304,10,0.75,28,93,13
20220304,11,0.7,25,90,12
20220304,12,0.63,20,96,11
20220304,13,0.54,14,105,10
20220304,14,0.54,13,110,10
20220304,15,0.57,15,112,11
20220304,16,0.56,14,116,10
20220304,17,0.6,16,116,10
20220304,18,0.57,22,105,9
20220304,19,0.61,32,85,9
20220304,20,0.66,42,67,11
20220304,21,0.76,50,56,13
20220304,22,0.77,63,39,13
20220304,23,0.8,66,30,12
20220305,0,0.78,66,29,12
20220305,1,0.84,49,32,12
20220305,2,0.75,33,40,11
20220305,3,0.65,25,48,11
20220305,4,0.56,22,52,11
20220305,5,0.54,24,45,11
20220305,6,0.54,24,46,11
20220305,7,0.56,31,39,15
20220305,8,0.61,35,39,18
20220305,9,0.74,28,53,19
20220305,10,0.79,20,68,14
20220305,11,0.67,16,77,12
20220305,12,0.67,14,83,12
20220305,13,0.66,13,88,13
20220305,14,0.67,14,91,13
20220305,15,0.65,14,94,13
20220305,16,0.57,16,94,12
20220305,17,0.55,18,91,10
20220305,18,0.53,23,85,10
20220305,19,0.57,28,75,10
20220305,20,0.56,38,62,13
20220305,21,0.59,42,58,22
20220305,22,0.6,36,57,17
20220305,23,0.56,34,57,16
20220306,0,0.59,32,55,10
20220306,1,0.56,35,47,12
20220306,2,0.55,38,40,11
20220306,3,0.56,40,33,13
20220306,4,0.55,36,31,12
20220306,5,0.59,34,30,13
20220306,6,0.59,32,33,14
20220306,7,0.59,35,31,14
20220306,8,0.67,38,34,15
20220306,9,0.64,32,47,15
20220306,10,0.56,21,71,13
20220306,11,0.54,17,77,11
20220306,12,0.55,17,80,10
20220306,13,0.56,16,84,11
20220306,14,0.54,18,82,10
20220306,15,0.54,19,80,10
20220306,16,0.53,20,81,10
20220306,17,0.54,21,80,10
20220306,18,0.54,24,76,11
20220306,19,0.59,27,71,10
20220306,20,0.6,26,71,10
20220306,21,0.61,28,67,9
20220306,22,0.6,29,64,9
20220306,23,0.63,32,58,10
20220307,0,0.71,26,64,11
20220307,1,0.75,24,65,11
20220307,2,0.81,24,64,11
20220307,3,0.78,25,60,11
20220307,4,0.84,24,59,11
20220307,5,0.8,24,56,11
20220307,6,0.82,25,52,10
20220307,7,0.79,30,44,11
20220307,8,0.76,38,38,13
20220307,9,0.81,35,44,15
20220307,10,0.8,36,50,17
20220307,11,0.76,31,68,16
20220307,12,0.69,22,88,12
20220307,13,0.64,16,102,11
20220307,14,0.65,14,108,9
20220307,15,0.66,14,111,9
20220307,16,0.66,13,112,9
20220307,17,0.7,15,111,10
20220307,18,0.71,18,107,9
20220307,19,0.75,28,89,10
20220307,20,0.85,45,62,10
20220307,21,0.94,60,41,10
20220307,22,1.02,63,31,10
20220307,23,1.16,71,20,11
20220308,0,1.14,64,20,10
20220308,1,1.05,60,21,10
20220308,2,1.11,63,12,10
20220308,3,1.22,69,8,11
20220308,4,1.11,68,8,11
20220308,5,1.16,67,7,10
20220308,6,1.21,64,6,11
20220308,7,1.34,58,6,11
20220308,8,1.49,62,6,13
20220308,9,1.38,67,17,16
20220308,10,1.16,53,44,18
20220308,11,1.05,35,75,17
20220308,12,0.93,26,97,14
20220308,13,0.82,18,113,13
20220308,14,0.71,14,122,10
20220308,15,0.64,12,127,9
20220308,16,0.65,13,128,9
20220308,17,0.61,16,123,8
20220308,18,0.63,22,115,8
20220308,19,0.65,33,97,8
20220308,20,0.69,37,86,9
20220308,21,0.69,40,80,13
20220308,22,0.75,44,75,14
20220308,23,0.76,41,75,13
20220309,0,0.72,38,76,12
20220309,1,0.72,47,64,12
20220309,2,0.74,50,57,13
20220309,3,0.76,52,51,13
20220309,4,0.79,57,49,14
20220309,5,0.81,70,33,13
20220309,6,0.88,73,20,13
20220309,7,0.86,74,16,13
20220309,8,0.94,72,21,14
20220309,9,0.95,64,34,19
20220309,10,0.89,63,48,22
20220309,11,0.8,52,73,20
20220309,12,0.71,30,111,15
20220309,13,0.63,16,140,12
20220309,14,0.59,15,151,10
20220309,15,0.6,15,160,10
20220309,16,0.59,16,168,10
20220309,17,0.59,16,169,10
20220309,18,0.69,20,171,10
20220309,19,0.7,25,158,12
20220309,20,0.72,30,142,12
20220309,21,0.74,38,132,14
20220309,22,0.76,39,130,14
20220309,23,0.76,36,130,13
20220310,0,0.76,35,124,13
20220310,1,0.75,35,111,14
20220310,2,0.72,39,90,12
20220310,3,0.74,45,72,11
20220310,4,0.79,45,63,11
20220310,5,0.75,39,63,12
20220310,6,0.74,40,53,12
20220310,7,0.79,46,41,12
20220310,8,0.81,51,33,14
20220310,9,0.85,46,38,16
20220310,10,0.87,39,49,17
20220310,11,0.86,37,67,16
20220310,12,0.87,38,78,15
20220310,13,0.9,42,83,15
20220310,14,0.88,44,87,15
20220310,15,0.86,42,92,16
20220310,16,0.79,38,104,16
20220310,17,0.8,36,110,16
20220310,18,0.81,39,104,16
20220310,19,0.83,50,87,15
20220310,20,0.9,60,72,16
20220310,21,0.86,61,64,19
20220310,22,0.85,68,51,18
20220310,23,0.85,70,39,16
20220311,0,0.86,76,28,15
20220311,1,0.82,65,30,16
20220311,2,0.89,58,25,15
20220311,3,0.96,53,22,13
20220311,4,1.03,48,24,13
20220311,5,1,44,27,13
20220311,6,1.02,41,31,12
20220311,7,1.19,38,39,13
20220311,8,1.35,43,39,14
20220311,9,1.74,41,55,17
20220311,10,1.72,42,73,17
20220311,11,1.57,38,103,17
20220311,12,1.41,30,129,15
20220311,13,1.3,24,152,14
20220311,14,1.11,20,168,13
20220311,15,0.94,21,174,14
20220311,16,1.03,21,177,14
20220311,17,0.67,23,170,14
20220311,18,0.65,25,153,12
20220311,19,0.65,28,126,11
20220311,20,0.67,28,117,10
20220311,21,0.78,27,105,11
20220311,22,0.76,25,96,11
20220311,23,0.81,20,103,9
20220312,0,0.8,20,90,9
20220312,1,0.96,20,77,9
20220312,2,0.95,17,76,8
20220312,3,0.86,17,80,7
20220312,4,0.94,16,82,7
20220312,5,0.98,16,80,7
20220312,6,0.93,18,78,7
20220312,7,0.79,18,80,7
20220312,8,0.7,19,82,7
20220312,9,0.82,22,77,7
20220312,10,0.72,21,76,7
20220312,11,0.68,20,77,7
20220312,12,0.7,20,87,8
20220312,13,0.74,18,105,10
20220312,14,0.82,18,119,11
20220312,15,0.79,20,127,11
20220312,16,0.76,24,128,11
20220312,17,0.78,30,117,11
20220312,18,1.07,32,95,11
20220312,19,1.24,34,76,11
20220312,20,1.38,41,59,10
20220312,21,1.17,42,50,10
20220312,22,1.03,37,47,9
20220312,23,1.16,29,53,9
20220313,0,1.23,22,61,8
20220313,1,1.06,22,60,9
20220313,2,1.03,21,54,9
20220313,3,1.13,25,45,9
20220313,4,1.21,27,30,9
20220313,5,1.24,29,20,8
20220313,6,1.24,31,12,8
20220313,7,1.3,34,7,9
20220313,8,1.37,40,5,9
20220313,9,1.39,45,8,10
20220313,10,1.37,52,18,11
20220313,11,1.4,47,31,11
20220313,12,1.55,32,43,10
20220313,13,1.6,24,58,9
20220313,14,1.26,21,73,10
20220313,15,1.04,18,91,10
20220313,16,0.96,17,105,9
20220313,17,0.88,19,106,9
20220313,18,0.9,25,102,9
20220313,19,0.89,28,91,10
20220313,20,0.85,27,86,10
20220313,21,0.77,24,85,9
20220313,22,0.8,22,79,9
20220313,23,0.82,20,74,9
20220314,0,0.85,18,76,8
20220314,1,0.94,17,72,8
20220314,2,0.91,17,67,8
20220314,3,0.9,16,62,8
20220314,4,0.95,17,58,7
20220314,5,0.96,18,51,7
20220314,6,0.97,22,38,7
20220314,7,1.11,25,36,7
20220314,8,1.3,28,35,7
20220314,9,1.16,31,29,7
20220314,10,1.21,31,26,8
20220314,11,1.27,26,47,8
20220314,12,1.27,25,56,8
20220314,13,1.19,24,62,8
20220314,14,1.12,24,74,8
20220314,15,1.06,25,79,8
20220314,16,1.09,25,86,8
20220314,17,0.96,23,91,8
20220314,18,0.97,31,78,8
20220314,19,1.14,48,49,8
20220314,20,1.18,53,35,8
20220314,21,1.31,54,30,9
20220314,22,1.34,48,29,9
20220314,23,1.32,46,28,9
