date,hour,CO (mg/m³),NO2 (µg/m³),O3 (µg/m³),SO2 (µg/m³)
20220701,17,0.44,7,172,7
20220701,18,0.44,8,164,7
20220701,19,0.41,10,156,7
20220701,20,0.44,14,138,7
20220701,21,0.44,15,128,7
20220701,22,0.42,15,112,9
20220701,23,0.42,16,96,9
20220702,0,0.46,17,90,9
20220702,1,0.46,15,94,9
20220702,2,0.45,15,93,9
20220702,3,0.49,18,82,9
20220702,4,0.49,16,80,9
20220702,5,0.49,17,72,8
20220702,6,0.51,20,62,8
20220702,7,0.5,19,66,9
20220702,8,0.49,16,73,9
20220702,9,0.46,13,89,10
20220702,10,0.49,12,113,9
20220702,11,0.46,11,139,9
20220702,12,0.46,9,152,9
20220702,13,0.49,8,165,8
20220702,14,0.49,7,174,7
20220702,15,0.51,8,173,7
20220702,16,0.51,8,176,7
20220702,17,0.51,9,176,7
20220702,18,0.47,11,162,7
20220702,19,0.46,9,127,7
20220702,20,0.46,12,113,8
20220702,21,0.45,11,109,8
20220702,22,0.46,12,114,8
20220702,23,0.46,13,108,8
20220703,0,0.47,15,100,10
20220703,1,0.47,15,93,10
20220703,2,0.5,16,81,10
20220703,3,0.5,16,61,9
20220703,4,0.46,14,49,8
20220703,5,0.45,11,45,8
20220703,6,0.42,13,36,8
20220703,7,0.41,12,34,9
20220703,8,0.46,11,42,9
20220703,9,0.46,10,55,8
20220703,10,0.48,10,75,8
20220703,11,0.45,8,103,8
20220703,12,0.48,7,126,7
20220703,13,0.45,6,134,7
20220703,14,0.42,6,136,7
20220703,15,0.44,6,137,7
20220703,16,0.4,6,137,7
20220703,17,0.43,7,139,7
20220703,18,0.42,8,137,7
20220703,19,0.44,10,128,7
20220703,20,0.42,11,112,8
20220703,21,0.39,11,97,8
20220703,22,0.39,12,85,8
20220703,23,0.41,15,72,8
20220704,0,0.44,19,54,9
20220704,1,0.45,22,40,8
20220704,2,0.41,10,71,8
20220704,3,0.41,8,69,7
20220704,4,0.45,16,54,7
20220704,5,0.46,16,44,7
20220704,6,0.47,15,36,7
20220704,7,0.46,17,26,8
20220704,8,0.46,15,29,7
20220704,9,0.5,13,40,8
20220704,10,0.55,12,58,8
20220704,11,0.55,11,76,7
20220704,12,0.53,9,86,8
20220704,13,0.41,5,85,8
20220704,14,0.41,7,85,8
20220704,15,0.46,9,82,7
20220704,16,0.47,10,87,7
20220704,17,0.47,10,92,7
20220704,18,0.46,10,95,7
20220704,19,0.46,12,83,7
20220704,20,0.48,14,71,7
20220704,21,0.48,16,60,7
20220704,22,0.42,14,55,8
20220704,23,0.46,15,49,8
20220705,0,0.44,16,40,8
20220705,1,0.5,15,38,9
20220705,2,0.56,15,35,9
20220705,3,0.54,13,29,9
20220705,4,0.51,12,22,8
20220705,5,0.51,12,19,8
20220705,6,0.51,12,16,8
20220705,7,0.49,12,17,8
20220705,8,0.48,12,17,8
20220705,9,0.47,13,21,7
20220705,10,0.47,14,23,8
20220705,11,0.51,17,23,8
20220705,12,0.55,17,25,8
20220705,13,0.67,18,31,8
20220705,14,0.53,14,43,8
20220705,15,0.42,11,61,9
20220705,16,0.41,11,71,9
20220705,17,0.41,12,73,8
20220705,18,0.44,16,68,8
20220705,19,0.44,14,60,8
20220705,20,0.41,10,56,8
20220705,21,0.43,8,55,7
20220705,22,0.38,10,47,7
20220705,23,0.39,11,49,7
20220706,0,0.39,8,52,7
20220706,1,0.38,8,41,7
20220706,2,0.38,7,38,7
20220706,3,0.39,6,40,8
20220706,4,0.43,6,44,7
20220706,5,0.44,7,44,7
20220706,6,0.44,8,41,7
20220706,7,0.45,10,40,8
20220706,8,0.49,10,41,8
20220706,9,0.5,11,37,8
20220706,10,0.5,9,40,8
20220706,11,0.5,9,48,7
20220706,12,0.5,8,61,7
20220706,13,0.51,8,48,7
20220706,14,0.45,6,61,7
20220706,15,0.45,6,63,7
20220706,16,0.45,6,73,7
20220706,17,0.44,7,76,7
20220706,18,0.41,7,73,7
20220706,19,0.41,9,64,7
20220706,20,0.41,9,61,7
20220706,21,0.4,9,61,7
20220706,22,0.4,8,59,7
20220706,23,0.4,7,56,7
20220707,0,0.4,8,52,7
20220707,1,0.4,10,50,8
20220707,2,0.41,8,50,8
20220707,3,0.44,8,50,8
20220707,4,0.44,8,48,8
20220707,5,0.44,11,44,8
20220707,6,0.5,13,40,9
20220707,7,0.58,13,44,10
20220707,8,0.59,12,58,11
20220707,9,0.56,10,72,10
20220707,10,0.53,8,90,9
20220707,11,0.48,7,102,8
20220707,12,0.46,6,113,7
20220707,13,0.44,5,121,7
20220707,14,0.43,5,127,8
20220707,15,0.44,5,131,7
20220707,16,0.41,6,136,7
20220707,17,0.41,7,140,7
20220707,18,0.44,9,141,8
20220707,19,0.45,13,132,8
20220707,20,0.5,17,114,8
20220707,21,0.59,25,89,7
20220707,22,0.64,35,61,8
20220707,23,0.69,45,38,7
20220708,0,0.69,39,46,8
20220708,1,0.57,29,61,10
20220708,2,0.55,27,62,10
20220708,3,0.59,27,48,9
20220708,4,0.62,28,43,8
20220708,5,0.67,32,35,9
20220708,6,0.71,35,20,10
20220708,7,0.78,36,30,12
20220708,8,0.81,35,69,15
20220708,9,0.65,21,127,12
20220708,10,0.53,11,160,9
20220708,11,0.49,7,174,8
20220708,12,0.5,8,186,8
20220708,13,0.5,6,203,8
20220708,14,0.51,7,203,8
20220708,15,0.45,6,193,8
20220708,16,0.46,7,193,7
20220708,17,0.45,7,190,8
20220708,18,0.44,7,182,8
20220708,19,0.47,10,174,8
20220708,20,0.54,16,153,8
20220708,21,0.59,22,128,8
20220708,22,0.57,24,111,11
20220708,23,0.56,22,100,11
20220709,0,0.57,21,86,10
20220709,1,0.57,22,69,10
20220709,2,0.56,22,57,10
20220709,3,0.56,22,48,10
20220709,4,0.61,26,37,10
20220709,5,0.65,30,27,10
20220709,6,0.66,33,19,10
20220709,7,0.69,31,30,11
20220709,8,0.62,23,70,10
20220709,9,0.59,11,106,9
20220709,10,0.6,10,122,9
20220709,11,0.6,10,139,9
20220709,12,0.53,7,146,8
20220709,13,0.51,7,140,8
20220709,14,0.5,6,133,8
20220709,15,0.49,6,130,8
20220709,16,0.49,6,128,8
20220709,17,0.47,9,118,7
20220709,18,0.49,9,127,7
20220709,19,0.47,9,119,8
20220709,20,0.5,11,111,7
20220709,21,0.54,12,101,7
20220709,22,0.53,11,99,8
20220709,23,0.54,11,94,8
20220710,0,0.53,13,79,7
20220710,1,0.51,13,69,8
20220710,2,0.53,12,65,8
20220710,3,0.54,11,61,8
20220710,4,0.53,11,56,8
20220710,5,0.53,11,52,8
20220710,6,0.54,12,44,8
20220710,7,0.55,13,47,8
20220710,8,0.56,13,59,8
20220710,9,0.56,12,68,8
20220710,10,0.55,13,80,8
20220710,11,0.56,13,98,9
20220710,12,0.55,10,113,9
20220710,13,0.51,8,100,7
20220710,14,0.49,12,91,7
20220710,15,0.46,11,92,7
20220710,16,0.53,9,94,6
20220710,17,0.51,9,93,6
20220710,18,0.56,12,83,6
20220710,19,0.6,15,72,7
20220710,20,0.58,11,73,7
20220710,21,0.61,14,63,7
20220710,22,0.66,14,55,7
20220710,23,0.64,17,48,7
20220711,0,0.67,17,45,7
20220711,1,0.68,16,45,7
20220711,2,0.71,14,40,7
20220711,3,0.79,13,37,7
20220711,4,0.81,13,34,7
20220711,5,0.84,12,35,7
20220711,6,0.84,12,39,7
20220711,7,0.89,13,38,7
20220711,8,0.94,16,38,7
20220711,9,0.89,17,46,7
20220711,10,0.85,17,64,7
20220711,11,0.8,12,81,6
20220711,12,0.78,10,91,7
20220711,13,0.68,7,104,7
20220711,14,0.69,5,116,7
20220711,15,0.63,5,124,7
20220711,16,0.58,7,127,7
20220711,17,0.55,7,127,7
20220711,18,0.57,8,131,7
20220711,19,0.63,9,129,8
20220711,20,0.64,12,119,7
20220711,21,0.67,11,109,7
20220711,22,0.54,8,91,7
20220711,23,0.59,11,82,7
20220712,0,0.65,13,82,7
20220712,1,0.63,11,77,7
20220712,2,0.61,10,66,7
20220712,3,0.66,10,58,7
20220712,4,0.66,10,55,7
20220712,5,0.66,11,51,7
20220712,6,0.66,10,49,7
20220712,7,0.66,12,46,7
20220712,8,0.69,16,47,8
20220712,9,0.75,17,59,8
20220712,10,0.7,15,87,9
20220712,11,0.61,10,121,9
20220712,12,0.53,7,134,8
20220712,13,0.5,6,135,8
20220712,14,0.47,7,128,8
20220712,15,0.52,7,134,8
20220712,16,0.5,7,137,9
20220712,17,0.47,8,135,10
20220712,18,0.47,9,131,14
20220712,19,0.65,14,133,12
20220712,20,0.81,16,135,10
20220712,21,0.89,15,125,8
20220712,22,0.88,15,114,9
20220712,23,0.89,14,104,9
20220713,0,0.9,15,93,9
20220713,1,0.88,15,83,10
20220713,2,0.86,15,67,9
20220713,3,0.89,16,54,9
20220713,4,0.85,16,45,9
20220713,5,0.82,16,38,9
20220713,6,0.85,18,32,10
20220713,7,0.84,19,36,10
20220713,8,0.84,19,44,11
20220713,9,0.81,18,64,11
20220713,10,0.8,16,95,11
20220713,11,0.72,13,123,12
20220713,12,0.64,8,131,9
20220713,13,0.6,6,134,9
20220713,14,0.6,6,130,9
20220713,15,0.6,6,133,8
20220713,16,0.59,7,133,8
20220713,17,0.65,10,137,8
20220713,18,0.79,14,153,9
20220713,19,0.81,16,146,9
20220713,20,0.8,18,124,9
20220713,21,0.79,19,112,9
20220713,22,0.8,19,97,9
20220713,23,0.86,28,74,8
20220714,0,0.9,34,62,9
20220714,1,0.97,38,53,10
20220714,2,0.92,41,42,11
20220714,3,0.86,32,46,9
20220714,4,0.89,31,44,9
20220714,5,0.79,24,56,9
20220714,6,0.79,20,57,9
20220714,7,0.81,22,49,9
20220714,8,0.89,28,44,9
20220714,9,0.84,31,42,9
20220714,10,0.91,36,34,10
20220714,11,0.83,34,36,9
20220714,12,0.77,28,34,8
20220714,13,0.76,24,42,7
20220714,14,0.78,19,53,7
20220714,15,0.56,11,77,7
20220714,16,0.54,7,89,8
20220714,19,0.57,14,96,8
20220714,22,0.76,26,61,8
20220715,0,0.87,40,41,8
20220715,1,0.92,33,44,8
20220715,2,0.98,31,43,8
20220715,3,1.05,30,36,8
20220715,4,1,28,35,9
20220715,5,1,28,36,9
20220715,6,1.06,31,26,10
20220715,7,1.01,28,27,11
20220715,8,1.04,26,41,12
20220715,9,0.99,24,72,15
20220715,10,0.8,19,110,13
20220715,11,0.76,14,149,10
20220715,12,0.72,11,170,9
20220715,13,0.76,12,185,9
20220715,14,0.79,10,196,8
20220715,15,0.76,10,203,8
20220715,16,0.8,10,189,9
20220715,17,0.76,10,175,8
20220715,18,0.84,12,169,8
20220715,19,0.86,15,156,8
20220715,20,0.81,16,140,8
20220715,21,0.84,17,131,7
20220715,22,0.89,16,122,8
20220715,23,0.89,15,126,9
20220716,0,0.89,13,127,9
20220716,1,0.89,14,117,9
20220716,2,0.89,12,108,9
20220716,3,0.85,11,98,8
20220716,4,0.77,10,87,8
20220716,5,0.69,11,84,8
20220716,6,0.63,8,99,7
20220716,7,0.63,7,108,7
20220716,8,0.61,9,111,7
20220716,9,0.64,16,101,7
20220716,10,0.65,24,79,7
20220716,11,0.64,28,65,7
20220716,12,0.56,23,71,7
20220716,13,0.55,13,81,8
20220716,14,0.56,10,83,7
20220716,15,0.59,9,82,8
20220716,16,0.56,13,80,8
20220716,17,0.59,18,70,7
20220716,18,0.57,19,73,7
20220716,19,0.53,15,77,8
20220716,20,0.56,17,66,7
20220716,21,0.55,17,66,8
20220716,22,0.58,17,63,8
20220716,23,0.55,13,69,7
20220717,0,0.53,10,73,7
20220717,1,0.41,5,90,7
20220717,2,0.39,6,87,7
20220717,3,0.48,9,77,7
20220717,4,0.48,9,68,7
20220717,5,0.49,12,57,7
20220717,6,0.5,15,47,7
20220717,7,0.5,17,50,8
20220717,8,0.51,18,56,8
20220717,9,0.51,13,63,8
20220717,10,0.53,11,61,8
20220717,11,0.55,10,54,7
20220717,12,0.58,9,57,7
20220717,13,0.61,9,65,7
20220717,14,0.58,9,64,7
20220717,15,0.6,9,65,7
20220717,16,0.64,12,61,7
20220717,17,0.68,13,73,7
20220717,18,0.67,14,93,9
20220717,19,0.64,14,91,8
20220717,20,0.65,14,88,8
20220717,21,0.65,16,84,8
20220717,22,0.63,19,75,8
20220717,23,0.63,22,68,8
20220718,0,0.66,23,64,9
20220718,1,0.61,20,69,9
20220718,2,0.53,13,77,9
20220718,3,0.49,11,78,8
20220718,4,0.49,12,73,8
20220718,5,0.49,13,64,9
20220718,6,0.54,18,45,9
20220718,7,0.59,28,42,9
20220718,8,0.59,21,64,9
20220718,9,0.64,18,84,10
20220718,10,0.72,15,116,10
20220718,11,0.74,13,153,9
20220718,12,0.69,12,176,11
20220718,13,0.63,9,184,10
20220718,14,0.58,8,186,10
20220718,15,0.53,8,180,10
20220718,16,0.47,8,175,9
20220718,17,0.49,9,175,9
20220718,18,0.5,13,176,8
20220718,19,0.53,17,167,8
20220718,20,0.61,20,156,9
20220718,21,0.64,20,141,8
20220718,22,0.63,15,139,8
20220718,23,0.61,16,128,9
20220719,0,0.6,15,119,10
20220719,1,0.61,14,112,9
20220719,2,0.65,13,107,8
20220719,3,0.59,13,101,9
20220719,4,0.6,12,99,9
20220719,5,0.56,13,94,10
20220719,6,0.59,15,86,10
20220719,7,0.65,21,78,10
20220719,8,0.7,25,79,12
20220719,9,0.68,19,101,11
20220719,10,0.66,15,127,12
20220719,11,0.65,13,148,12
20220719,12,0.59,11,169,11
20220719,13,0.56,8,181,9
20220719,14,0.57,7,185,9
20220719,15,0.56,7,180,8
20220719,16,0.53,10,167,7
20220719,17,0.5,10,161,8
20220719,18,0.5,12,149,7
20220719,19,0.53,15,133,8
20220719,20,0.59,19,114,8
20220719,21,0.66,27,95,8
20220719,22,0.75,36,76,9
20220719,23,0.6,26,87,9
20220720,0,0.54,20,89,9
20220720,1,0.58,21,81,9
20220720,2,0.61,19,78,10
20220720,3,0.64,17,74,9
20220720,4,0.64,17,68,10
20220720,5,0.61,16,57,10
20220720,6,0.66,17,43,8
20220720,7,0.63,17,37,8
20220720,8,0.63,18,46,8
20220720,9,0.55,11,72,7
20220720,10,0.66,18,61,7
20220720,11,0.8,20,59,7
20220720,12,0.83,15,80,7
20220720,13,0.7,10,101,7
20220720,14,0.56,7,120,7
20220720,15,0.54,9,106,7
20220720,16,0.53,11,95,7
20220720,17,0.54,12,94,8
20220720,18,0.53,13,93,7
20220720,19,0.56,11,97,7
20220720,20,0.55,10,100,8
20220720,21,0.61,11,93,8
20220720,22,0.61,10,91,8
20220720,23,0.59,10,87,8
20220721,0,0.6,12,75,8
20220721,1,0.61,12,66,8
20220721,2,0.59,12,58,8
20220721,3,0.59,14,52,8
20220721,4,0.66,11,57,8
20220721,5,0.66,9,59,8
20220721,6,0.55,10,58,8
20220721,7,0.56,11,60,8
20220721,8,0.56,11,75,9
20220721,9,0.54,11,94,9
20220721,10,0.54,8,112,8
20220721,11,0.54,7,125,8
20220721,12,0.54,6,136,8
20220721,13,0.57,6,143,8
20220721,14,0.59,6,150,8
20220721,15,0.57,6,154,7
20220721,16,0.57,5,154,8
20220721,17,0.56,6,149,9
20220721,18,0.59,8,146,8
20220721,19,0.6,8,140,7
20220721,20,0.64,13,126,8
20220721,21,0.64,18,108,8
20220721,22,0.67,26,88,9
20220721,23,0.67,29,73,8
20220722,0,0.67,32,62,9
20220722,1,0.7,32,58,9
20220722,2,0.74,32,50,9
20220722,3,0.75,31,41,9
20220722,4,0.73,33,33,9
20220722,5,0.77,33,35,9
20220722,6,0.81,36,22,10
20220722,7,0.83,36,31,12
20220722,8,0.7,36,66,14
20220722,9,0.6,18,119,10
20220722,10,0.53,11,141,9
20220722,11,0.5,9,152,8
20220722,12,0.52,9,152,8
20220722,13,0.5,8,143,8
20220722,14,0.45,8,141,8
20220722,15,0.5,9,143,8
20220722,16,0.49,10,146,8
20220722,17,0.47,13,142,7
20220722,18,0.51,16,135,7
20220722,19,0.55,16,131,8
20220722,20,0.51,16,120,7
20220722,21,0.44,11,103,6
20220722,22,0.35,8,80,6
20220722,23,0.42,10,86,6
20220723,0,0.4,10,80,6
20220723,1,0.39,7,69,6
20220723,2,0.41,8,60,6
20220723,3,0.44,7,62,6
20220723,4,0.42,5,83,6
20220723,5,0.47,4,94,6
20220723,6,0.45,5,96,6
20220723,7,0.42,7,100,6
20220723,8,0.47,8,107,6
20220723,9,0.47,8,108,6
20220723,10,0.42,8,104,6
20220723,11,0.41,7,100,6
20220723,12,0.41,8,101,6
20220723,13,0.41,7,109,7
20220723,14,0.41,7,115,7
20220723,15,0.39,8,115,7
20220723,16,0.39,9,114,7
20220723,17,0.41,10,116,7
20220723,18,0.41,10,114,7
20220723,19,0.4,12,106,7
20220723,20,0.44,16,94,7
20220723,21,0.46,16,86,7
20220723,22,0.51,18,78,7
20220723,23,0.51,21,72,7
20220724,0,0.5,22,67,8
20220724,1,0.52,21,61,8
20220724,2,0.57,21,55,8
20220724,3,0.55,21,52,7
20220724,4,0.51,20,48,8
20220724,5,0.56,20,39,8
20220724,6,0.61,22,32,7
20220724,7,0.69,27,36,9
20220724,8,0.71,26,68,11
20220724,9,0.59,19,108,9
20220724,10,0.51,11,134,8
20220724,11,0.5,11,144,7
20220724,12,0.49,10,158,7
20220724,13,0.47,9,165,7
20220724,14,0.49,9,171,7
20220724,15,0.49,9,170,7
20220724,16,0.5,10,169,7
20220724,17,0.5,10,170,7
20220724,18,0.53,12,165,7
20220724,19,0.53,12,148,7
20220724,20,0.53,16,130,8
20220724,21,0.63,17,120,11
20220724,22,0.69,18,112,9
20220724,23,0.63,20,105,8
20220725,0,0.59,22,93,7
20220725,1,0.61,23,84,8
20220725,2,0.64,23,75,7
20220725,3,0.6,21,70,7
20220725,4,0.6,21,66,7
20220725,5,0.55,22,60,7
20220725,6,0.54,23,62,7
20220725,7,0.56,29,56,8
20220725,8,0.56,25,80,8
20220725,9,0.51,14,108,8
20220725,10,0.57,11,131,8
20220725,11,0.59,10,151,8
20220725,12,0.56,8,163,7
20220725,13,0.53,8,167,7
20220725,14,0.54,8,170,7
20220725,15,0.47,10,169,6
20220725,16,0.49,11,174,6
20220725,17,0.55,10,177,6
20220725,18,0.58,12,177,6
20220725,19,0.63,16,165,7
20220725,20,0.64,16,151,7
20220725,21,0.64,18,134,8
20220725,22,0.6,20,121,7
20220725,23,0.6,20,115,8
20220726,0,0.69,20,105,7
20220726,1,0.6,14,110,7
20220726,2,0.45,7,120,6
20220726,3,0.44,9,111,6
20220726,4,0.46,10,108,6
20220726,5,0.45,10,98,6
20220726,6,0.49,14,88,6
20220726,7,0.51,17,85,6
20220726,8,0.51,16,86,6
20220726,9,0.51,13,96,7
20220726,10,0.46,11,108,6
20220726,11,0.45,10,114,6
20220726,12,0.45,10,112,6
20220726,13,0.44,9,124,6
20220726,14,0.46,9,141,6
20220726,15,0.51,10,150,6
20220726,16,0.51,11,155,6
20220726,17,0.47,13,146,6
20220726,18,0.49,13,135,6
20220726,19,0.49,14,132,6
20220726,20,0.5,16,118,6
20220726,21,0.5,23,95,6
20220726,22,0.49,18,82,6
20220726,23,0.46,16,71,7
20220727,0,0.45,14,68,7
20220727,1,0.46,16,60,7
20220727,2,0.5,18,50,7
20220727,3,0.51,19,40,7
20220727,4,0.56,23,32,7
20220727,5,0.65,27,25,7
20220727,6,0.68,24,27,7
20220727,7,0.71,22,34,7
20220727,8,0.75,21,50,8
20220727,9,0.71,20,70,7
20220727,10,0.67,18,101,8
20220727,11,0.63,15,130,7
20220727,12,0.61,14,154,6
20220727,13,0.66,12,171,7
20220727,14,0.61,12,176,7
20220727,15,0.62,11,174,6
20220727,16,0.62,12,172,6
20220727,17,0.59,12,166,6
20220727,18,0.55,12,165,6
20220727,19,0.56,13,158,6
20220727,20,0.58,18,140,6
20220727,21,0.57,24,118,6
20220727,22,0.6,25,103,6
20220727,23,0.59,23,95,6
20220728,0,0.61,20,91,6
20220728,1,0.61,21,86,6
20220728,2,0.6,22,80,6
20220728,3,0.6,19,78,6
20220728,4,0.57,19,72,7
20220728,5,0.55,15,73,6
20220728,6,0.49,11,82,8
20220728,7,0.37,12,78,6
20220728,8,0.45,21,58,6
20220728,9,0.49,24,57,7
20220728,10,0.51,26,58,7
20220728,11,0.5,29,59,7
20220728,12,0.5,23,71,7
20220728,13,0.51,19,73,6
20220728,14,0.56,23,59,7
20220728,15,0.53,30,49,6
20220728,16,0.51,29,57,6
20220728,17,0.49,29,62,7
20220728,18,0.53,32,64,7
20220728,19,0.5,31,60,7
20220728,20,0.57,39,44,7
20220728,21,0.61,38,37,6
20220728,22,0.61,31,35,6
20220728,23,0.56,27,34,6
20220729,0,0.5,19,42,6
20220729,1,0.44,12,54,6
20220729,2,0.41,10,58,7
20220729,3,0.39,8,72,6
20220729,4,0.36,8,76,6
20220729,5,0.38,10,72,6
20220729,6,0.38,13,66,6
20220729,7,0.4,17,57,6
20220729,8,0.45,20,52,6
20220729,9,0.51,21,55,6
20220729,10,0.5,18,67,7
20220729,11,0.6,17,70,7
20220729,12,0.58,13,90,7
20220729,13,0.5,11,96,6
20220729,14,0.49,14,85,7
20220729,15,0.49,19,79,6
20220729,16,0.49,16,88,7
20220729,17,0.47,14,94,7
20220729,18,0.47,15,93,7
20220729,19,1.05,17,91,7
20220729,20,0.54,17,86,6
20220729,21,0.6,18,77,6
20220729,22,0.63,21,62,6
20220729,23,0.64,22,54,6
20220730,0,0.57,15,56,6
20220730,1,0.54,15,47,6
20220730,2,0.49,15,44,6
20220730,3,0.39,10,68,5
20220730,4,0.38,7,81,5
20220730,5,0.39,6,95,5
20220730,6,0.38,8,98,4
20220730,7,0.39,10,90,5
20220730,8,0.42,15,70,5
20220730,9,0.45,20,56,5
20220730,10,0.46,20,55,5
20220730,11,0.45,19,62,5
20220730,12,0.41,13,78,6
20220730,13,0.42,11,93,5
20220730,14,0.39,9,90,5
20220730,15,0.38,11,75,5
20220730,16,0.4,12,68,5
20220730,17,0.37,11,67,5
20220730,18,0.35,11,67,5
20220730,19,0.36,14,58,6
20220730,20,0.36,13,51,6
20220730,21,0.41,15,46,6
20220730,22,0.42,20,40,6
20220730,23,0.42,17,42,7
20220731,0,0.41,14,41,7
20220731,1,0.41,14,38,8
20220731,2,0.41,14,36,8
20220731,3,0.45,16,33,8
20220731,4,0.44,15,32,8
20220731,5,0.45,14,33,7
20220731,6,0.44,13,31,6
20220731,7,0.51,15,33,6
20220731,8,0.63,16,39,7
20220731,9,0.61,15,49,7
20220731,10,0.59,12,67,7
20220731,11,0.5,10,80,7
20220731,12,0.5,9,92,6
20220731,13,0.49,9,99,7
20220731,14,0.49,9,103,7
20220731,15,0.44,8,108,6
20220731,16,0.43,8,111,6
20220731,17,0.41,10,114,6
20220731,18,0.45,11,113,6
20220731,19,0.47,13,108,7
20220731,20,0.56,17,98,7
20220731,21,0.54,24,67,7
20220731,22,0.58,25,55,7
20220731,23,0.49,23,52,7
20220801,0,0.46,19,54,8
20220801,1,0.42,19,46,7
20220801,2,0.41,18,41,8
20220801,3,0.4,16,37,8
20220801,4,0.46,18,30,7
20220801,5,0.47,17,27,6
20220801,6,0.51,17,26,6
20220801,7,0.57,20,26,7
20220801,8,0.64,25,39,8
20220801,9,0.59,22,68,8
20220801,10,0.51,15,105,9
20220801,11,0.54,12,124,8
20220801,12,0.47,9,121,7
20220801,13,0.47,11,116,6
20220801,14,0.46,14,105,6
20220801,15,0.47,14,105,6
20220801,16,0.44,11,121,6
20220801,17,0.44,11,121,6
20220801,18,0.43,13,120,6
20220801,19,0.43,13,113,6
20220801,20,0.47,20,92,6
20220801,21,0.59,25,77,6
20220801,22,0.6,27,67,6
20220801,23,0.6,25,65,6
20220802,0,0.57,27,60,6
20220802,1,0.59,25,57,6
20220802,2,0.59,29,48,6
20220802,3,0.64,29,41,6
20220802,4,0.69,30,31,6
20220802,5,0.67,30,24,6
20220802,6,0.69,34,20,6
20220802,7,0.74,32,26,7
20220802,8,0.71,32,48,9
20220802,9,0.54,20,92,9
20220802,10,0.45,12,114,7
20220802,11,0.44,8,118,7
20220802,12,0.38,6,119,6
20220802,13,0.36,5,118,6
20220802,14,0.37,6,119,6
20220802,15,0.36,7,121,6
20220802,16,0.35,7,125,6
20220802,17,0.38,7,128,6
20220802,18,0.37,8,129,6
20220802,19,0.42,10,126,6
20220802,20,0.45,14,113,6
20220802,21,0.44,18,99,6
20220802,22,0.44,19,88,6
20220802,23,0.42,18,83,6
20220803,0,0.41,16,79,6
20220803,1,0.42,19,71,7
20220803,2,0.46,22,61,7
20220803,3,0.49,23,56,10
20220803,4,0.51,23,49,8
20220803,5,0.51,23,43,9
20220803,6,0.57,26,32,9
20220803,7,0.61,27,32,8
20220803,8,0.6,24,52,8
20220803,9,0.59,17,82,8
20220803,10,0.64,15,121,8
20220803,11,0.66,13,164,8
20220803,12,0.6,10,187,7
20220803,13,0.6,8,181,7
20220803,14,0.53,7,180,6
20220803,15,0.54,8,173,6
20220803,16,0.54,8,173,6
20220803,17,0.53,9,175,6
20220803,18,0.53,10,178,6
20220803,19,0.63,13,173,6
20220803,20,0.61,15,152,6
20220803,21,0.59,16,140,6
20220803,22,0.6,17,129,6
20220803,23,0.57,19,118,6
20220804,0,0.6,16,117,6
20220804,1,0.57,16,112,6
20220804,2,0.59,18,95,6
20220804,3,0.57,22,76,6
20220804,4,0.56,25,64,6
20220804,5,0.59,23,60,7
20220804,6,0.59,22,56,7
20220804,7,0.57,23,52,7
20220804,8,0.53,20,57,7
20220804,9,0.53,16,79,7
20220804,10,0.54,13,116,6
20220804,11,0.54,12,150,7
20220804,12,0.5,9,166,7
20220804,13,0.47,8,171,6
20220804,14,0.5,7,174,16
20220804,15,0.47,8,173,19
20220804,16,0.47,8,171,5
20220804,17,0.47,8,170,5
20220804,18,0.47,10,169,5
20220804,19,0.47,10,165,5
20220804,20,0.47,15,150,5
20220804,21,0.53,18,137,5
20220804,22,0.55,19,125,6
20220804,23,0.55,17,120,5
20220805,0,0.54,17,112,5
20220805,1,0.54,16,110,6
20220805,2,0.54,15,106,6
20220805,3,0.54,14,102,7
20220805,4,0.52,15,95,5
20220805,5,0.54,16,90,5
20220805,6,0.56,18,82,6
20220805,7,0.63,21,79,7
20220805,8,0.69,22,86,8
20220805,9,0.76,21,117,8
20220805,10,0.69,17,155,8
20220805,11,0.67,12,176,7
20220805,12,0.63,9,170,6
20220805,13,0.6,9,160,6
20220805,14,0.61,9,160,6
20220805,15,0.57,10,155,5
20220805,16,0.5,10,138,5
20220805,17,0.44,10,131,6
20220805,18,0.49,18,116,6
20220805,19,0.54,21,117,6
20220805,20,0.5,22,111,6
20220805,21,0.55,25,100,6
20220805,22,0.58,29,81,6
20220805,23,0.56,28,68,8
20220806,0,0.54,23,69,8
20220806,1,0.55,24,61,7
20220806,2,0.55,23,59,7
20220806,3,0.56,27,48,7
20220806,4,0.54,24,48,8
20220806,5,0.55,25,43,8
20220806,6,0.54,24,43,7
20220806,7,0.53,25,43,7
20220806,8,0.56,25,56,8
20220806,9,0.6,23,85,9
20220806,10,0.56,17,123,9
20220806,11,0.44,12,140,8
20220806,12,0.42,10,150,7
20220806,13,0.42,8,147,6
20220806,14,0.4,12,124,6
20220806,15,0.38,16,100,6
20220806,16,0.39,11,126,7
20220806,17,0.39,9,135,7
20220806,18,0.38,10,134,6
20220806,19,0.4,13,129,7
20220806,20,0.41,15,110,7
20220806,21,0.44,17,97,7
20220806,22,0.41,16,100,7
20220806,23,0.42,16,95,7
20220807,0,0.44,15,92,7
20220807,1,0.45,15,87,7
20220807,2,0.42,14,82,7
20220807,3,0.45,15,72,7
20220807,4,0.47,17,63,8
20220807,5,0.55,19,53,8
